College Name,Address,District,State,Contact number,Email id,Website
"Dr D Y Patil Par s Dr D Y Patil Col Of Engineering, Pune","Sector -29  Nigdi Pradhikaran, Akurdi Pune,PuneMaharashtra411044",N\A,Maharashtra,(0231)  2653289/ 2653426,dyppenge@giaspn01.vsnl.net.in,www.dyppeng-ak.org
"Dr D Y Patil Prastishans Padmashree Dr D Y Patil Inst Of Engineering And Tech, Pune","Opp H.A.Factory, Sant Tukaram Nagar, Pimpri-Waghere, Haveli Pune,PuneMaharashtra411018",Bilaspur,Chhattisgarh,091-(020) 27421095/ 96/97,principal@pddypiet.org,www.pddypiet.Org
"Dr D Y Patil Pratishthan D Y Patil College Of Engineering And Tech, Kolhapur","Kasaba Bavada, Karveer, Kolhapur Kolhapur,KolhapurMaharashtra416006",Pune,Maharashtra,(0231)-2653289/ 2653290,dypcet@pn2.bsnl.net.in,www.dypkopeng.ac.in
"Dr G U Pope College Of Engineering, Tuticorin","Pope Nagar, Sawyerpuram Tuticorin,ThoothukudiTamil Nadu628251",Pune,Maharashtra,"04630-273933,273005",popetech@yahoo.com,http://www.drgupope.org
"Dr J J Magdum Coll Of Engineering, Kolhapur","Dr.J.J.Magdum Charitable Trust, Gate No - 314/330, Agar Bagh, Shirol, Jaisinghpur Kolhapur,KolhapurMaharashtra416101",Kolhapur,Maharashtra,(02322)  221825/221827,kpr_jjmcoe@sancharnet.in,www.kits.edu
"Dr K N Modi Institute Of Engineering And Technology, Ghaziabad","Opp. Satish Park, Modinagar, Ghaziabad Ghaziabad,GhaziabadUttar Pradesh201204",Kolhapur,Maharashtra,"01232 - 222111, 245522",knmiet@hotmail.com,N/A
"Dr M C Saxena College Of Engineering And Technology, Lucknow","171, Barawan Kala, Mall Jehte Road, Handvi-Sitapur Road, Byepass, Lucknow Lucknow,LucknowUttar Pradesh226013",Ghaziabad,Uttar Pradesh,0522- 2398851,mcscet@redoffmail.com,mcscet.com
"Dr Mahalingam College Of Engineering And Technology, Coimbatore","Makinayakampatti Post, Udumalai Rd, Pollachi Coimbatore,CoimbatoreTamil Nadu642003",Chennai,Tamil Nadu,"04259 - 236030,236040,236050 Extn.: 325","mcet_prince@hotmail.com,",www.drmcet.org
"Dr N G P Inst Of Technology, Coimbatore","Kalapatti Road, Coimbatore Coimbatore,CoimbatoreTamil Nadu641035",Mangalore,Karnataka,0422-2627196 / 4323721,"info@drngpit.ac.in, info@kmch.ac.in",www.kmch.ac.in
"Dr Navalar Nedunchezhian College Of Engineering, Cuddalore","Raja Nagar, Vaithyanathapuram, Tholudur Cuddalore,CuddaloreTamil Nadu606303",Coimbatore,Tamil Nadu,"04143 -257610,257611",nnce@sify.com,www.drnnce.ac.in
"Dr Pauls Engineering College, Villupuram","Pauls Nagar, Nh-66, Pulichapallam Village, Vanur Taluk Villupuram,ViluppuramTamil Nadu605109",Cuddalore,Tamil Nadu,"0413 - 2677006,2677007",N/A,N/A
Dr Rizvi College Of Engineering,"Engineering Karai Town, Tah-Manjhapur, Kaushambi,KaushambiUttar Pradesh",Bhadrachalam,Andhra Pradesh,05331-277221,drec_7@yahoo.com,www.drce.in
"Dr Sivanthi Aditanar College Of Engineering, Tuticorin","Rani Maharajapuram, Adaikalpuram, Tiruchendur Tuticorin,ThoothukudiTamil Nadu628217",N\A,Gujarat,"04639 - 245854,242482",ttn_sacoe@sancharnet.in,N/A
"Dr T Thimmaiah Institute Of Technology, Kolar","Formerly Known As Golden Valley Inst Of Engg, Oorgaum, Kgf Kolar,KolarKarnataka563120",Markapur,Andhra Pradesh,08153 - 261219 / 265413,kgfgvit@yahoo.com,www.gvitkgf.com
"Dream Institute Of Technology, Kolkata","P.O.Nahazari, Samali, Bishnupur Kolkata,South 24 ParganasWest Bengal700104",Karimnagar,Andhra Pradesh,033- 32936088,N/A,www.dreaminstituteonline.org
"Dronacharya College Of Engineering, Noida","Plot No. 27, Sector - Knowlege, Park - Iii, Greater Noida,Gautam Buddha NagarUttar Pradesh",Moinbad,Andhra Pradesh,0120-2323852,m.Sharma@gnoida.dronacharya.info,N/A
"Dronacharya College Of Engineering, Gurgaon","Vill. Khentawas, P.O, Farrukh Nagar Gurgaon,GurgaonHaryana",Kolkata,West Bengal,0124-2375502/503/504,info@dronacharya.info,N/A
"Dumkul Instt Of Engineering And Tech, Murshidabad","Mouza Ramna, Etbar Nagar, Basantapur, Mursidabad Murshidabad,MurshidabadWest Bengal742406",Noida,Uttar Pradesh,03481-230033/231388,N/A,www.b-e-s.net
"Durgapur Inst Of Advanced Tech And Mngt, Durgapur","Ambagan, Bhiringee, Durgapur Durgapur,DurgapurWest Bengal713213",Gurgaon,Haryana,0343-2520712,N/A,www.diatm.rahul.ac.in
"E S College Of Engineering And Technology, Villupuram","Chennai Trunk Road, Ayyankoilpattu Villupuram,ViluppuramTamil Nadu605602",Murshidabad,West Bengal,04146-222876/220574/259200,adminescet@gmail.com,www.escet.in
"E V P Engineering College, Tiruvallur","Madras-Bangalore National Highway, Chembarambakkam Village, Sriperumpudur Tiruvallur,TiruvallurTamil Nadu602107",Durgapur,West Bengal,"044 - 26290215,26494823",evpengg@hotmail.com,N/A
"East Point College Of Engineering And Technology, Bangalore","Sy. No. 43 & 167, Bypanahalli Village, Biderehalli, Hobli Bangalore,BangaloreKarnataka560049",Tiruvallur,Tamil Nadu,080 - 28473777,chaitanya126@yahoo.com,www.epcet.net
"East West Institute Of Technology, Bangalore","Sy. No. 63, Magadi Road,, Yeshawanthpur Hobli, Bangalore Bangalore,BangaloreKarnataka560091",Bangalore,Karnataka,080-23286732 / 23288899,ncpk45@gmail.com,www.ewit.edu
"Eastern Academy Of Science And Technology, Phulnakhara","At-Anantapur, Po. Phulnakhara, Khurda Phulnakhara,KhurdaOrissa754001",Virgonagar,Karnataka,0671-2356933,N/A,www.eastodissa.com
"Easwari Engineering College, Chennai","Bharathi Salai, Ramapuram Chennai,KanchipuramTamil Nadu600089",Bangalore,Karnataka,"22490853, 22490431, 22495350, 43923000",eecw@vsnl.com,www.srmeaswari.ac.in
"Edayathangudi G S Pillay Engineering College, Nagapattinam","Nagapattinam- Nagore Main Road, Thethi, Nagore(Po), Nagapattinam Nagapattinam,NagapattinamTamil Nadu611002",Chennai,Tamil Nadu,"04365 - 251112, 25114",egsp_nagai@yahoo.com,www.egspec.org
"Einstein College Of Engineering, Tirunelveli","Tirunelveli Tenkasi Main Road, Seethaparpanallur, Tirunelveli Tirunelveli,TirunelveliTamil Nadu627012",Faridabad,Haryana,"0462 - 2487111 , 2487112",amudhavanana@hotmail.com,http://www.einstein-college.co.in
"Engineering College Ajmer, Ajmer","Camp Office:- Govt. Polytechnic, Makhupura Ajmer,AjmerRajasthan305002",Tirunelveli,Tamil Nadu,"0145-2443030 ,982901662",N/A,N/A
"Engineering College Bikaner, Bikaner","Camp Office:- Govt. Ploy, Karni, Industrial Area, Pugal, Bikaner Bikaner,BikanerRajasthan334003",Ajmer,Rajasthan,0151-2253404,principal@ecb.ac.in,N/A
"Engineering College Kota, Kota","Rawat Bhatta, Akelgarh Kota,KotaRajasthan324010",Bikaner,Rajasthan,0744-2471820,prineck@datainfosys.net,N/A
"Er And Dci Institute Of Technology, Trivandrum","Er&Dci, Campus, Vellayambalam, Thiruvananthapuram Trivandrum,ThiruvananthapuramKerala",Delhi,Delhi,0471-2726106 / 2723333,erdciit@cdactvm.org,www.erdciit.ac.in
"Er Perumal Manimekalai College Of Engineering, Hosur","Hosur - Krishnagiri Highways, Near Koneripalli, Nallaganakothapalli Hosur,KrishnagiriTamil Nadu635117",Kota,Rajasthan,"04344 - 257426,257428","erpmcteh@rediffmail.com, pmc_enginering@yahoo.com",N/A
"Erode Sengunthar Engineering College, Erode","Thudupathi (Post), Perundurai (Via) Erode,ErodeTamil Nadu638057",Trivandrum,Kerala,"04294 - 232701, 702  to 703",jsudhanandhen@erode-sengunthar.ac.in,www.erode-sengunthar.ac.in
"Eshan College Of Engineering, Mathura","NH 2, Shehzadpur Pauri, Mathura,MathuraUttar Pradesh281122",Hosur,Tamil Nadu, 096392 34234,N/A,http://eshancollege.com/
"Excel Engineering College, Namakkal","Salem Main Road, Nh-47, New Pallakkapalayam Village, Komarapalayam Namakkal,NamakkalTamil Nadu637303",N\A,Maharashtra,"04288-294089, 294079",aknatean@yahoo.coms,www.excelinstitutions.info
"Faculty Of Engineering Agra College, Agra","Agra College, Agra,AgraUttar Pradesh282002",Mathura,Uttar Pradesh,+91 	9359151220,fetcoe002@gmail.com,N/A
"Faculty Of Engineering And Technology, Delhi","Jamia Milia Islamia,, Mohd. Ali Jauhar Marg, Delhi,New DelhiDelhi110025",Mohanpur,West Bengal,"+91 (11) 26985831, 26981261",malam1@jmi.ac.in ,https://www.jmi.ac.in/fet
"Federal Institute Of Science And Technology, Ernakulam","Angamali, Hormis Nagar, Mukkannoor P.O Ernakulam,ErnakulamKerala683577",Chevella,Andhra Pradesh,0484-2616267/2616403,mail@fisat.ac.in,www.fisat.ac.in
Feroz Gandhi Institute Of Engineering And Technology,"Ratapur Chouraha, Raebareli,RaebareliUttar Pradesh",Faridabad,Haryana,0535- 2217269,fgitrps@rediffmail.com,www.fgiet.com
"Finolex Academy Of Management And Tech, Mirjole","Plot No. P-60/P-60/1,, M.I.D.C, Mirjole, Ratnagiri Mirjole,RatnagiriMaharashtra415639",Ernakulam,Kerala,(020) -25534417,director@famt.ac.in,www.famt.ac.in
"Fr Conceicao Rodrigues College Of Engineering, Mumbai","Father Angel Ashram, Band Stand, P.B. No: 6656, Bandra West Mumbai,BhandaraMaharashtra400050",N\A,Uttar Pradesh,(022)-264(02384)1/ 26423841/42/004,crce@frcrce.ac.in,www.frcrce.ac.in
"Francis Xavier Engineering College, Tirunelveli","103, G-2, By Pass Road,, Vannarpettai, Tirunelveli Tirunelveli,TirunelveliTamil Nadu627003",Mirjole,Maharashtra,"0462 - 2502157, 2502283",principal@francisxavier.ac.in,http://www.francisxavier.ac.in
"Future Inst Of Engineering And Mngt, Kolkata","Sonarpur Station Road, Kamalgazi, 224 Pgns, Kolkata Kolkata,BankuraWest Bengal",Mumbai,Maharashtra,033-24345640/5615,N/A,www.fiemonline.org
G B Pant Engineering College,"Ghurdhauri, Pauri - GarhwalUttarakhand246001",Tirunelveli,Tamil Nadu,01368 - 228030,principal@gbpec.org,www.gbpec.net
"G B Pant Government Engineering College, Delhi","A Govt. Of Delhi, Industrial Estate, Delhi,New DelhiDelhi110020 ",Kolkata,West Bengal,+91-11-26382314 ,principal@gbpec.edu.in,www.gbpec.edu.in
"G G R College Of Engineering, Vellore","Perumugai, Chennai-Bangalore High Way, Vellore Vellore,VelloreTamil Nadu632004",Delhi,Delhi,0416-2915488,ggrce_vellore@hot,N/A
G G S College Of Modern Technology,"Kharar, Sas Nagar,Sas NagarPunjab",Bhilai,Chhattisgarh,"018882-282124,9814465649",ggscollege@yahoo.com,N/A
"G H Patel College Of Engineering And Technology, Anand","Bakool Road, Vallabh Vidyanagar Anand,AnandGujarat388120",Vellore,Tamil Nadu,02692-2428463,gcet@gcet.ac.in,www.gcet.ac.in
"G H Raisoni College Of Engineering And Management, Haveli","G.H.Raisoni Education And Medical Foundation, Gat No.1200,Wagholi, Haveli Haveli,PuneMaharashtra411018",N\A,Punjab,020-27052813,ghriet@raisoni.net,N/A
"G H Raisoni Institute Of Engineering And Management, Jalgaon","Pachora Road, Mohadi Jalgaon,JalgaonMaharashtra425002",Anand,Gujarat,(0) 0257-2262781/82,N/A,www.raisoni.net
"G K M College Of Engineering And Technology, Chennai","Alapakkam-Mappedu Road, G.K.M Nagar Perungalathur, Near Thambaram Chennai,KanchipuramTamil Nadu600063",Haveli,Maharashtra,"044 - 22395623, 22790253",principal.gkmcollege@gmail.com,www.gkmcet.net.in
"G L A Institute Of Tech And Management, Mathura","17 Km Stone, N.H.-2,, Delhi - Mathura Road, Post Ajhai, Distt. Mathura Mathura,MathuraUttar Pradesh281406",Jalgaon,Maharashtra,"05662 - 241489, 250900, 908",N/A,www.glagroup.org.
"G M Institute Of Technology, Davanagere","Karur Village, Kasaba Hobli, Davangere Davanagere,DavangereKarnataka577006",Mathura,Uttar Pradesh,08192- 233345 / 77,info@setgmit.org,www.setgmit.org
"G S S S Institute Of Engineering And Technology, Mysore","Metagalli Industrial Area, Kasaba Hobli,K.R.S Road, Mysore Mysore,MysoreKarnataka",Kurnool,Andhra Pradesh,0821-2581304 / 305 / 2581977,gssseng@yahoo.co.in,www.geethashishu.org
"Galgotias College Of Engineering And Technology, Noida","1, Institutional Area, Phase  Ii, Greater Noida Noida,Gautam Buddha NagarUttar Pradesh201306",Mysore,Karnataka,0120 -  2326873-75,info@galgotiacollege.com,www.galgotiacollege.edu
"Ganadipatty Tulsis Engineering College, Vellore","Chittoor-Cuddalore Road, Kaniyambadi, Vellore Vellore,VelloreTamil Nadu632102",Guntur,Andhra Pradesh,0416 - 230900,gtec_vlr@rediffmail.com,N/A
"Gandhi Institute For Technological Advancement, Bhubaneswar","Bada Raghunathpur, P.O. Madanpur, Bhubaneswar Bhubaneswar,KhurdaOrissa",Warangal,Andhra Pradesh,0674-2561008/2000965,N/A,www.gita.edu.in
Gandhi Institute For Technology,"Gramadiha, P.O. Ganagapda, Via: Handh,KhurdaOrissa752054",Bhubaneswar,Orissa,(0674) - 2562327/09437037008,N/A,N/A
"Gandhi Institute Of Engineering And Tech, Gunupur","Kharling Post, Gobriguda, Gunupur Gunupur,RayagadaOrissa765022",Bhubaneswar,Orissa,06857-250282/250172/250263,gandhi_giet@yahoo.com,www.giet.edu
Gandhinagar Institute Of Technology,"Po Moti Bhoyan Taluka, Kalol Via Vadasar,GandhinagarGujarat02764-281860-61",N\A,Orissa,02764-281862,git_enggcollege@yahoo.co.in,www.git.org.in
"Ganeshi Lal Balaji Inst Of Tech And Mgt, Noida","Plot No.2, Knowledge Park Iii, Greater Noida, Gautam Budh Nagar Noida,Gautam Buddha NagarUttar Pradesh201301",Gunupur,Orissa,"0120 - 3098515, 3222164",rkagroup@vsnl.net,www.rk-group.org
"Geetanjli Institute Of Technical Education, Udaipur","Debok Road, Udaipur Udaipur,UdaipurRajasthan313022",Thaneasar,Haryana,0294-2657492,N/A,N/A
"Genba Sopanrao Moze College Of Engineering, Pune","Genba Sopanrao Moze Trust, Survey No 25/1/3, Haveli, Balewadi Pune,PuneMaharashtra411045",Keesara,Andhra Pradesh,(020) 26687400/ 2668700,gsmcoe@vsnl.net,www.gsmcoe.com
Ghanshyam Hemalata Inst Of Tech And Management,"Raisanada Jena Vihar, Chhaitana,PuriOrissa761007",Udaipur,Rajasthan,06752-246612/246613/246627,N/A,www.ghitm.org
"Gharda Institute Of Technology, Khed","Gharda Foundation, A & Po. Lavel Khed,RatnagiriMaharashtra415708",Pune,Maharashtra,02556-262795,pricipal@git-india.com,N/A
"Ghousia College Of Engineering, Bangalore","Ramanagaram Bangalore,BangaloreKarnataka571511",N\A,Orissa,080-7272589 / 7271353,principal_gce@hotmail.com,www.ghousiaedu.org
"Giani Zail Singh College Of Engineering And Technology, Bhathinda","Dabwali Road, Bhatinda Bhathinda,BathindaPunjab151001",Khed,Maharashtra,"0164-2282491, 2280985,2280794",principalgzscet@yahoo.com,N/A
"Gits Gwalior Inst Of Tech And Science, Gwalior","Shivpuri Link Road, Kedarpur Gwalior,GwaliorMadhya Pradesh",Bhathinda,Punjab,0751-2448801,N/A,N/A
"Global Academy Of Technology, Bangalore","Halagevoddarahalli, Near Ideal Homes Township, Rajarajesh Warinagar Bangalore,BangaloreKarnataka560098",Guwahati,Assam,080-28603158,info@nefgat.org,www.nefgat.org
"Global Institute Of Information Technology, Noida","A-32, Knowledge Park, Phase-Ii, Institutional Area Noida,Gautam Buddha NagarUttar Pradesh201306",Bangalore,Karnataka,"0120-3227187, 3227188",principal@Gglobal-iit.net,N/A
"Global Institute Of Technology, Jaipur","D/91, Amba Bari, Jaipur Jaipur,JaipurRajasthan302022",Mandal,Andhra Pradesh,"0141-2770583,2770445,2770581",support@gitjaipur.com,N/A
"Globus Engineering College, Bhopal","Suvesha Vidyanagar, Bangrasia, Bhojpur Rd Bhopal,BhopalMadhya Pradesh462046",Noida,Uttar Pradesh,"07480-262340,6450441,2800365",jpg_mecivilbhopal@yahoo.co.in,www.geocities.com/globusbhopal
"Gnanamani College Of Technology, Namakkal","Nh 7, A.K. Samuthiram, Pachal Post, Namakkal Taluk Namakkal,NamakkalTamil Nadu637018",Jaipur,Rajasthan,04287-291462,"info@gnanamani.org, info@gct.org.in",www.gct.org.in
"Godavari College Of Engineering, Jalgaon","Godavari Foundation, Plot No.P-51, Dr. Ulhas Patil Nagar, Addl Midc Jalgaon,JalgaonMaharashtra425002",Nizamabad,Andhra Pradesh,0257-2221834/ 2221835,psubhash_jai@sancharnet.in,www.gcoe.ac.in
"Gojan School Of Business And Technology, Chennai","Alamathy 80 Feet Road Chennai,ChennaiTamil Nadu",Jalgaon,Maharashtra,044- - 24990207,nrajan99@gmail.com,N/A
"Gokaran Narvadeshver Institute Of Technology And Management, Barabanki","12, Km. Stone on Lucknow-Dewa Road, 6 Km. Ahead of Telco Tindola Dist. Barabanki (U.P.) Barabanki,BarabankiUttar Pradesh225001",Chennai,Tamil Nadu,"+91 9450804593, 05248-262624 ",gnitm@yahoo.co.in,N/A
Gopal Krishna College Of Engineering And Technology,"Iem, Gourahari College Of Engg & Tech, Jeypore,JajpurOrissa764005",Nellore,Andhra Pradesh,06854-247176/251304,N/A,www.iem-jeypore.org
"Gopal Ramalingam Memorial Engineering College, Chennai","Rajeswari Nagar, Panapakkam, Near Padappai, Via Tambaram Chennai,KanchipuramTamil Nadu601301",N\A,Haryana,"044 – 2719 0114, 2719 0026",N/A,N/A
"Government Engineering Colleege, Surat","Majura Gate Surat,SuratGujarat395001",N\A,Jammu and Kashmir,"079-23221883,23226480",gecsrt@yahoo.com,N/A
"Government Engineering College Bharuch, Bharuch","Bharuch Old National Highway, No:8, Bholav, Bharuch Bharuch,BharuchGujarat392002",Imphal,Manipur,"02642-246402,245004",kgpolytechnic@yahoo.com,N/A
Government Engineering College Bhuj,"Mirzapur Road, Jubilee Grounds,KutchGujarat370001",Surat,Gujarat,"079-3220303,325909",N/A,gec_bhuj@yahoo.co.in
"Government Engineering College Dahod, Dahod","Jhalod Road Dahod Dahod,DahodGujarat389151",N\A,Gujarat,"02673-246681,246681",Gec_dahod@yahoo.com,www.polydahod@yahoo.com
"Government Engineering College Gandhi Nagar, Gandhi Nagar","4Th Floor Ms Building, Sector 11, Gandhi Nagar Gandhi Nagar,GandhinagarGujarat382010",N\A,Gujarat,"23293886,23293006, 65242266",N/A,N/A
"Government Engineering College Gandhinagar, Gandhi Nagar","Gandhinagar Sector 26, Opp. Tata Telecomm,K-6, Gidc Estate Gandhi Nagar,GandhinagarGujarat382044",Dahod,Gujarat,"079-3229830,3238331",N/A,www.polytechnicgnr.org
"Government Engineering College Modasa, Modasa","Modasa, Sabarkantha Modasa,SabarkanthaGujarat383315",Gandhi,Gujarat,"02774-242634,242633",N/A,N/A
"Government Engineering College Patan, Patan","Patan North Gujarat University Road, Patan Patan,PatanGujarat384265",Gandhi,Gujarat,"02766-220419,220419",kdp_ac_in1@yahoo.com,N/A
"Government Engineering College Valsad, Valsad","Kosamba Road, Valsad Valsad,ValsadGujarat392001",Modasa,Gujarat,"02632-253015,248378",gecvalsad@rediffmail.com,N/A
"Govt Central Textile Institute, Kanpur","11/208, Parbati Bagla Road, Souterganj, Kanpur Kanpur,Kanpur NagarUttar Pradesh208001",Valsad,Gujarat,"0512 - 2531814, 2530199",gcti@vsnl.net.in,N/A
"Govt Col Of Engineering Amravati, Amravati","Gadge Nagar, Wadgaon Amravati,AmravatiMaharashtra444604",N\A,Uttarakhand,0271-0-2660360/2660850,gcoe@rediffmail.com,www.gcoeamravati.org
"Govt Col Of Engineering Karad, Karad","Vidhyanagar, Karad Karad,SataraMaharashtra415124",Amravati,Maharashtra,(02164) 272414 / 272415,principalgeca@yahoo.com,www.geca.ac.in
"Govt Col Of Engineering Sukhada, Chandrapur","Pro-Project Building, Jivan, Safalya Colony Ramnagar, Chandrapur Chandrapur,ChandrapurMaharashtra442403",Karad,Maharashtra,"(0253)01, 2620601,2690602",princek@geck.ren.nic.in,www.gcek.ac.in
"Govt College Of Engineering, Kannur","Parassinikkadavu, Mangattuparamba, Kannur Kannur,KannurKerala670563",N\A,Maharashtra,0497-2780226,principal@gcek.ac.in,www.gcek.ac.in
"Govt College Of Engineering, Salem","Karuppur Village, Omalur Tk Salem,SalemTamil Nadu636011",Kannur,Kerala,0427-2346157 / 102,gceslame@ernet.in,www.gcesalem.edu.in
"Govt College Of Engineering And Ceramic Technology, Kolkata","73, Abinash Chandra, Banerjee Lane, Belaghata Kolkata,BankuraWest Bengal700010",Salem,Tamil Nadu,033-3501264,N/A,www.cct.ac.in
"Govt College Of Engineering And Leather Tech, Kolkata","Block Lb, Sector Iii Salt Lake City Kolkata,North 24 ParganasWest Bengal700091",Namakkal,Tamil Nadu,033-23356977,N/A,N/A
"Govt College Of Engineering And Textile Tech, Hooghly","12, William, Carry Road, P.O, Serampore Hooghly,HooghlyWest Bengal712201",Kolkata,West Bengal,033-26621058/26623156/26521626,N/A,www.gcetts.org
"Govt College Of Engineering And Textile Tech, Murshidabad","Contonment Road, Berhampore Murshidabad,MurshidabadWest Bengal742101",Kolkata,West Bengal,03482-252809/250142/033-26620145,N/A,www.gcettb.org
"Govt College Of Engineering Bargur, Krishnagiri","Bargur Krishnagiri,KrishnagiriTamil Nadu635104",Hooghly,West Bengal,04343-266067 / 266395,info@gcebargur.com,www.gcebargur.com
"Govt College Of Engineering Jalgaon, Jalgaon","Jalgaon K.H.6, Zilha Peth, Jalgaon Jalgaon,JalgaonMaharashtra425002",Murshidabad,West Bengal,0257- 6516770/6521770,princoej@rediffmail.com,www.govtcoej.com
"Govt College Of Technology, Coimbatore","Coimbatore, Thadagam Road Coimbatore,CoimbatoreTamil Nadu641013",Jalgaon,Maharashtra,0422-2432221 / 2432271,gctcbe@giasmd01.vsnl.net.in,www.gct.ac.in
